,0
4823,"{'id': 76204313, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509908', 'nomeIBGE': 'CANANÉIA', 'nomeIBGEsemAcento': 'CANANEIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 90269.0, 'quantidadeBeneficiados': 564}"
4824,"{'id': 65002160, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509957', 'nomeIBGE': 'CANAS', 'nomeIBGEsemAcento': 'CANAS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 97632.0, 'quantidadeBeneficiados': 370}"
4825,"{'id': 64605184, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510005', 'nomeIBGE': 'CÂNDIDO MOTA', 'nomeIBGEsemAcento': 'CANDIDO MOTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 111588.0, 'quantidadeBeneficiados': 737}"
4826,"{'id': 69602176, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510104', 'nomeIBGE': 'CÂNDIDO RODRIGUES', 'nomeIBGEsemAcento': 'CANDIDO RODRIGUES', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 17721.0, 'quantidadeBeneficiados': 82}"
4827,"{'id': 62704393, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510153', 'nomeIBGE': 'CANITAR', 'nomeIBGEsemAcento': 'CANITAR', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 60979.0, 'quantidadeBeneficiados': 283}"
4828,"{'id': 64702834, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510203', 'nomeIBGE': 'CAPÃO BONITO', 'nomeIBGEsemAcento': 'CAPAO BONITO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 592684.0, 'quantidadeBeneficiados': 3411}"
4829,"{'id': 74903315, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510302', 'nomeIBGE': 'CAPELA DO ALTO', 'nomeIBGEsemAcento': 'CAPELA DO ALTO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 250677.0, 'quantidadeBeneficiados': 1083}"
4830,"{'id': 68102258, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510401', 'nomeIBGE': 'CAPIVARI', 'nomeIBGEsemAcento': 'CAPIVARI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 586308.0, 'quantidadeBeneficiados': 2495}"
4831,"{'id': 70502674, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510500', 'nomeIBGE': 'CARAGUATATUBA', 'nomeIBGEsemAcento': 'CARAGUATATUBA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 792695.0, 'quantidadeBeneficiados': 4575}"
4832,"{'id': 70403637, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510609', 'nomeIBGE': 'CARAPICUÍBA', 'nomeIBGEsemAcento': 'CARAPICUIBA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 4050742.0, 'quantidadeBeneficiados': 18001}"
4833,"{'id': 69703936, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510708', 'nomeIBGE': 'CARDOSO', 'nomeIBGEsemAcento': 'CARDOSO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 30809.0, 'quantidadeBeneficiados': 209}"
4834,"{'id': 76104618, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510807', 'nomeIBGE': 'CASA BRANCA', 'nomeIBGEsemAcento': 'CASA BRANCA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 203931.0, 'quantidadeBeneficiados': 993}"
4835,"{'id': 72802913, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3510906', 'nomeIBGE': 'CÁSSIA DOS COQUEIROS', 'nomeIBGEsemAcento': 'CASSIA DOS COQUEIROS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 12508.0, 'quantidadeBeneficiados': 78}"
4836,"{'id': 73203368, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511003', 'nomeIBGE': 'CASTILHO', 'nomeIBGEsemAcento': 'CASTILHO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 81125.0, 'quantidadeBeneficiados': 460}"
4837,"{'id': 69203943, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511102', 'nomeIBGE': 'CATANDUVA', 'nomeIBGEsemAcento': 'CATANDUVA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 255179.0, 'quantidadeBeneficiados': 1369}"
4838,"{'id': 65904349, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511201', 'nomeIBGE': 'CATIGUÁ', 'nomeIBGEsemAcento': 'CATIGUA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 40313.0, 'quantidadeBeneficiados': 212}"
4839,"{'id': 62504684, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511300', 'nomeIBGE': 'CEDRAL', 'nomeIBGEsemAcento': 'CEDRAL', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 18045.0, 'quantidadeBeneficiados': 101}"
4840,"{'id': 70704848, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511409', 'nomeIBGE': 'CERQUEIRA CÉSAR', 'nomeIBGEsemAcento': 'CERQUEIRA CESAR', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 95807.0, 'quantidadeBeneficiados': 522}"
4841,"{'id': 64503657, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511508', 'nomeIBGE': 'CERQUILHO', 'nomeIBGEsemAcento': 'CERQUILHO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 103233.0, 'quantidadeBeneficiados': 453}"
4842,"{'id': 66904235, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511607', 'nomeIBGE': 'CESÁRIO LANGE', 'nomeIBGEsemAcento': 'CESARIO LANGE', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 52950.0, 'quantidadeBeneficiados': 316}"
4843,"{'id': 73204608, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511706', 'nomeIBGE': 'CHARQUEADA', 'nomeIBGEsemAcento': 'CHARQUEADA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 151807.0, 'quantidadeBeneficiados': 648}"
4844,"{'id': 72703905, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3557204', 'nomeIBGE': 'CHAVANTES', 'nomeIBGEsemAcento': 'CHAVANTES', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 108805.0, 'quantidadeBeneficiados': 590}"
4845,"{'id': 65102438, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3511904', 'nomeIBGE': 'CLEMENTINA', 'nomeIBGEsemAcento': 'CLEMENTINA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 47030.0, 'quantidadeBeneficiados': 262}"
4846,"{'id': 72605126, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512001', 'nomeIBGE': 'COLINA', 'nomeIBGEsemAcento': 'COLINA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 113536.0, 'quantidadeBeneficiados': 590}"
4847,"{'id': 67902907, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512100', 'nomeIBGE': 'COLÔMBIA', 'nomeIBGEsemAcento': 'COLOMBIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 101134.0, 'quantidadeBeneficiados': 445}"
4848,"{'id': 70502456, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512209', 'nomeIBGE': 'CONCHAL', 'nomeIBGEsemAcento': 'CONCHAL', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 303168.0, 'quantidadeBeneficiados': 1476}"
4849,"{'id': 68202740, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512308', 'nomeIBGE': 'CONCHAS', 'nomeIBGEsemAcento': 'CONCHAS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 110143.0, 'quantidadeBeneficiados': 562}"
4850,"{'id': 66004680, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512407', 'nomeIBGE': 'CORDEIRÓPOLIS', 'nomeIBGEsemAcento': 'CORDEIROPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 84223.0, 'quantidadeBeneficiados': 538}"
4851,"{'id': 73205027, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512506', 'nomeIBGE': 'COROADOS', 'nomeIBGEsemAcento': 'COROADOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 48215.0, 'quantidadeBeneficiados': 236}"
4852,"{'id': 64703382, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512605', 'nomeIBGE': 'CORONEL MACEDO', 'nomeIBGEsemAcento': 'CORONEL MACEDO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 38149.0, 'quantidadeBeneficiados': 225}"
4853,"{'id': 72502330, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512704', 'nomeIBGE': 'CORUMBATAÍ', 'nomeIBGEsemAcento': 'CORUMBATAI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 29754.0, 'quantidadeBeneficiados': 135}"
4854,"{'id': 63603496, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512803', 'nomeIBGE': 'COSMÓPOLIS', 'nomeIBGEsemAcento': 'COSMOPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 206041.0, 'quantidadeBeneficiados': 1116}"
4855,"{'id': 69803372, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3512902', 'nomeIBGE': 'COSMORAMA', 'nomeIBGEsemAcento': 'COSMORAMA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 73891.0, 'quantidadeBeneficiados': 362}"
4856,"{'id': 70403434, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513009', 'nomeIBGE': 'COTIA', 'nomeIBGEsemAcento': 'COTIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 791680.0, 'quantidadeBeneficiados': 3716}"
4857,"{'id': 72803804, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513108', 'nomeIBGE': 'CRAVINHOS', 'nomeIBGEsemAcento': 'CRAVINHOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 300317.0, 'quantidadeBeneficiados': 1295}"
4858,"{'id': 72303039, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513207', 'nomeIBGE': 'CRISTAIS PAULISTA', 'nomeIBGEsemAcento': 'CRISTAIS PAULISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 51234.0, 'quantidadeBeneficiados': 272}"
4859,"{'id': 69603719, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513306', 'nomeIBGE': 'CRUZÁLIA', 'nomeIBGEsemAcento': 'CRUZALIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 9970.0, 'quantidadeBeneficiados': 61}"
4860,"{'id': 66704112, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513405', 'nomeIBGE': 'CRUZEIRO', 'nomeIBGEsemAcento': 'CRUZEIRO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 371608.0, 'quantidadeBeneficiados': 2364}"
4861,"{'id': 75504196, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513504', 'nomeIBGE': 'CUBATÃO', 'nomeIBGEsemAcento': 'CUBATAO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 998143.0, 'quantidadeBeneficiados': 5305}"
4862,"{'id': 62704936, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513603', 'nomeIBGE': 'CUNHA', 'nomeIBGEsemAcento': 'CUNHA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 224905.0, 'quantidadeBeneficiados': 1493}"
4863,"{'id': 68004999, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513702', 'nomeIBGE': 'DESCALVADO', 'nomeIBGEsemAcento': 'DESCALVADO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 88463.0, 'quantidadeBeneficiados': 563}"
4864,"{'id': 66104110, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513801', 'nomeIBGE': 'DIADEMA', 'nomeIBGEsemAcento': 'DIADEMA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 2863198.0, 'quantidadeBeneficiados': 14029}"
4865,"{'id': 62404639, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513850', 'nomeIBGE': 'DIRCE REIS', 'nomeIBGEsemAcento': 'DIRCE REIS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 7856.0, 'quantidadeBeneficiados': 44}"
4866,"{'id': 62904639, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3513900', 'nomeIBGE': 'DIVINOLÂNDIA', 'nomeIBGEsemAcento': 'DIVINOLANDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 92252.0, 'quantidadeBeneficiados': 415}"
4867,"{'id': 74603945, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514007', 'nomeIBGE': 'DOBRADA', 'nomeIBGEsemAcento': 'DOBRADA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 78039.0, 'quantidadeBeneficiados': 394}"
4868,"{'id': 76004041, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514106', 'nomeIBGE': 'DOIS CÓRREGOS', 'nomeIBGEsemAcento': 'DOIS CORREGOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 159930.0, 'quantidadeBeneficiados': 810}"
4869,"{'id': 74905220, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514205', 'nomeIBGE': 'DOLCINÓPOLIS', 'nomeIBGEsemAcento': 'DOLCINOPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 13300.0, 'quantidadeBeneficiados': 73}"
4870,"{'id': 76202576, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514304', 'nomeIBGE': 'DOURADO', 'nomeIBGEsemAcento': 'DOURADO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 86131.0, 'quantidadeBeneficiados': 399}"
4871,"{'id': 76702177, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514403', 'nomeIBGE': 'DRACENA', 'nomeIBGEsemAcento': 'DRACENA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 105413.0, 'quantidadeBeneficiados': 644}"
4872,"{'id': 67005239, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514502', 'nomeIBGE': 'DUARTINA', 'nomeIBGEsemAcento': 'DUARTINA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 52890.0, 'quantidadeBeneficiados': 383}"
4873,"{'id': 76002778, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514601', 'nomeIBGE': 'DUMONT', 'nomeIBGEsemAcento': 'DUMONT', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 54647.0, 'quantidadeBeneficiados': 300}"
4874,"{'id': 75503552, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514700', 'nomeIBGE': 'ECHAPORÃ', 'nomeIBGEsemAcento': 'ECHAPORA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 100993.0, 'quantidadeBeneficiados': 432}"
4875,"{'id': 76303129, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514809', 'nomeIBGE': 'ELDORADO', 'nomeIBGEsemAcento': 'ELDORADO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 180757.0, 'quantidadeBeneficiados': 966}"
4876,"{'id': 76604442, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514908', 'nomeIBGE': 'ELIAS FAUSTO', 'nomeIBGEsemAcento': 'ELIAS FAUSTO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 252865.0, 'quantidadeBeneficiados': 899}"
4877,"{'id': 72103736, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514924', 'nomeIBGE': 'ELISIÁRIO', 'nomeIBGEsemAcento': 'ELISIARIO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 35343.0, 'quantidadeBeneficiados': 135}"
4878,"{'id': 62803574, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3514957', 'nomeIBGE': 'EMBAÚBA', 'nomeIBGEsemAcento': 'EMBAUBA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 8996.0, 'quantidadeBeneficiados': 49}"
4879,"{'id': 63003967, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3515004', 'nomeIBGE': 'EMBU', 'nomeIBGEsemAcento': 'EMBU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 2401469.0, 'quantidadeBeneficiados': 12310}"
4880,"{'id': 73204266, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3515103', 'nomeIBGE': 'EMBU-GUAÇU', 'nomeIBGEsemAcento': 'EMBU-GUACU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 955190.0, 'quantidadeBeneficiados': 4391}"
4881,"{'id': 76604668, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3515129', 'nomeIBGE': 'EMILIANÓPOLIS', 'nomeIBGEsemAcento': 'EMILIANOPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 20374.0, 'quantidadeBeneficiados': 127}"
4882,"{'id': 76704770, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3515152', 'nomeIBGE': 'ENGENHEIRO COELHO', 'nomeIBGEsemAcento': 'ENGENHEIRO COELHO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 96906.0, 'quantidadeBeneficiados': 573}"
